Astro	cdf_metadata_type	character_num	dimension	cdf_variable_type	OOOOO	data_product_name	parameter_key	units	units_conversion	name	description	measurement_type	parameter_keyword	type	quantity	qualifier	instrument_id_000	instrument_id_001	coordinate_system_name	coordinate_representation	element__name_0	element__name_1	element__name_2	element__name_3
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Fexp2	s		Total Exposure Time, Hi Energy Channel 2 ~0.71 keV	Total Exposure Time, Hi Energy Channel 2 ~0.71 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Fexp2_plasma	s		Total Exposure Time, Hi Energy Channel 2 ~0.71 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Numb2	#/pixel		Samples per pixel, Hi Energy Channel 2 ~0.71 keV	Samples per pixel, Hi Energy Channel 2 ~0.71 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Numb2_plasma	#/pixel		Samples per pixel, Hi Energy Channel 2 ~0.71 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Ener3	keV		Hi Energy Channel 3 ~1.11 keV	Hi Energy Channel 3 ~1.11 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Ener3_plasma	keV		Hi Energy Channel 3 ~1.11 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Flux3	ENAs/(cm2 s sr keV)		Differential Flux, Hi Energy Channel 3 ~1.11 keV	Differential Flux, Hi Energy Channel 3 ~1.11 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Flux3_plasma	ENAs/(cm2 s sr keV)		Differential Flux, Hi Energy Channel 3 ~1.11 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Fsnr3			Signal/Noise Ratio, Hi Energy Channel 3 ~1.11 keV	Signal/Noise Ratio, Hi Energy Channel 3 ~1.11 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Fsnr3_plasma			Signal/Noise Ratio, Hi Energy Channel 3 ~1.11 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Fvar3	(/cm2-s-sr-keV)^2		Flux Variance, Hi Energy Channel 3 ~1.11 keV	Flux Variance, Hi Energy Channel 3 ~1.11 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Fvar3_plasma	(/cm2-s-sr-keV)^2		Flux Variance, Hi Energy Channel 3 ~1.11 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Cnts3			Total Counts, Hi Energy Channel 3 ~1.11 keV	Total Counts, Hi Energy Channel 3 ~1.11 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Cnts3_plasma			Total Counts, Hi Energy Channel 3 ~1.11 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Fexp3	s		Total Exposure Time, Hi Energy Channel 3 ~1.11 keV	Total Exposure Time, Hi Energy Channel 3 ~1.11 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Fexp3_plasma	s		Total Exposure Time, Hi Energy Channel 3 ~1.11 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Numb3	# / pixel		Samples per pixel, Hi Energy Channel 3 ~1.11 keV	Samples per pixel, Hi Energy Channel 3 ~1.11 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Numb3_plasma	# / pixel		Samples per pixel, Hi Energy Channel 3 ~1.11 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Ener4	keV		Hi Energy Channel 4 ~1.74 keV	Hi Energy Channel 4 ~1.74 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Ener4_plasma	keV		Hi Energy Channel 4 ~1.74 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Flux4	ENAs/(cm2 s sr keV)		Differential Flux, Hi Energy Channel 4 ~1.74 keV	Differential Flux, Hi Energy Channel 4 ~1.74 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Flux4_plasma	ENAs/(cm2 s sr keV)		Differential Flux, Hi Energy Channel 4 ~1.74 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Fsnr4			Signal/Noise Ratio, Hi Energy Channel 4 ~1.74 keV	Signal/Noise Ratio, Hi Energy Channel 4 ~1.74 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Fsnr4_plasma			Signal/Noise Ratio, Hi Energy Channel 4 ~1.74 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Fvar4	(/cm2-s-sr-keV)^2		Flux Variance, Hi Energy Channel 4 ~1.74 keV	Flux Variance, Hi Energy Channel 4 ~1.74 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Fvar4_plasma	(/cm2-s-sr-keV)^2		Flux Variance, Hi Energy Channel 4 ~1.74 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Cnts4			Total Counts, Hi Energy Channel 4 ~1.74 keV	Total Counts, Hi Energy Channel 4 ~1.74 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Cnts4_plasma			Total Counts, Hi Energy Channel 4 ~1.74 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Fexp4	s		Total Exposure Time, Hi Energy Channel 4 ~1.74 keV	Total Exposure Time, Hi Energy Channel 4 ~1.74 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Fexp4_plasma	s		Total Exposure Time, Hi Energy Channel 4 ~1.74 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Numb4	# / pixel		Samples per pixel, Hi Energy Channel 4 ~1.74 keV	Samples per pixel, Hi Energy Channel 4 ~1.74 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Numb4_plasma	# / pixel		Samples per pixel, Hi Energy Channel 4 ~1.74 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Ener5	keV		Hi Energy Channel 5 ~2.73 keV	Hi Energy Channel 5 ~2.73 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Ener5_plasma	keV		Hi Energy Channel 5 ~2.73 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Flux5	ENAs/(cm2 s sr keV)		Differential Flux, Hi Energy Channel 5 ~2.73 keV	Differential Flux, Hi Energy Channel 5 ~2.73 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Flux5_plasma	ENAs/(cm2 s sr keV)		Differential Flux, Hi Energy Channel 5 ~2.73 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Fsnr5			Signal/Noise Ratio, Hi Energy Channel 5 ~2.73 keV	Signal/Noise Ratio, Hi Energy Channel 5 ~2.73 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Fsnr5_plasma			Signal/Noise Ratio, Hi Energy Channel 5 ~2.73 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Fvar5	(/cm2-s-sr-keV)^2		Flux Variance, Hi Energy Channel 5 ~2.73 keV	Flux Variance, Hi Energy Channel 5 ~2.73 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Fvar5_plasma	(/cm2-s-sr-keV)^2		Flux Variance, Hi Energy Channel 5 ~2.73 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Fexp5	s		Total Exposure Time, Hi Energy Channel 5 ~2.73 keV	Total Exposure Time, Hi Energy Channel 5 ~2.73 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Fexp5_plasma	s		Total Exposure Time, Hi Energy Channel 5 ~2.73 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Cnts5			Total Counts, Hi Energy Channel 5 ~2.73 keV	Total Counts, Hi Energy Channel 5 ~2.73 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Cnts5_plasma			Total Counts, Hi Energy Channel 5 ~2.73 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Numb5	# / pixel		Samples per pixel, Hi Energy Channel 5 ~2.73 keV	Samples per pixel, Hi Energy Channel 5 ~2.73 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Numb5_plasma	# / pixel		Samples per pixel, Hi Energy Channel 5 ~2.73 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Ener6	keV		Hi Energy Channel 6 ~4.29 keV	Hi Energy Channel 6 ~4.29 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Ener6_plasma	keV		Hi Energy Channel 6 ~4.29 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Flux6	ENAs/(cm2 s sr keV)		Differential Flux, Hi Energy Channel 6 ~4.29 keV	Differential Flux, Hi Energy Channel 6 ~4.29 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Flux6_plasma	ENAs/(cm2 s sr keV)		Differential Flux, Hi Energy Channel 6 ~4.29 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Fsnr6			Signal/Noise Ratio, Hi Energy Channel 6 ~4.29 keV	Signal/Noise Ratio, Hi Energy Channel 6 ~4.29 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Fsnr6_plasma			Signal/Noise Ratio, Hi Energy Channel 6 ~4.29 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Fvar6	(/cm2-s-sr-keV)^2		Flux Variance, Hi Energy Channel 6 ~4.29 keV	Flux Variance, Hi Energy Channel 6 ~4.29 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Fvar6_plasma	(/cm2-s-sr-keV)^2		Flux Variance, Hi Energy Channel 6 ~4.29 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Cnts6			Total Counts, Hi Energy Channel 6 ~4.29 keV	Total Counts, Hi Energy Channel 6 ~4.29 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Cnts6_plasma			Total Counts, Hi Energy Channel 6 ~4.29 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Fexp6	s		Total Exposure Time, Hi Energy Channel 6 ~4.29 keV	Total Exposure Time, Hi Energy Channel 6 ~4.29 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Fexp6_plasma	s		Total Exposure Time, Hi Energy Channel 6 ~4.29 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Numb6	# / pixel		Samples per pixel, Hi Energy Channel 6 ~4.29 keV	Samples per pixel, Hi Energy Channel 6 ~4.29 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r02_nocg_nosp_omni_6mo	Numb6_plasma	# / pixel		Samples per pixel, Hi Energy Channel 6 ~4.29 keV	---&gt; Above as X/Y image		data											
Astro	cdf_metadata_type	character_num	dimension	cdf_variable_type	OOOOO	data_product_name	parameter_key	units	units_conversion	name	description	measurement_type	parameter_keyword	type	quantity	qualifier	instrument_id_000	instrument_id_001	coordinate_system_name	coordinate_representation	element__name_0	element__name_1	element__name_2	element__name_3
Astro	CDF_EPOCH	1	0:[]	T/	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	Epoch	day-month-year hour:minute:second		Epoch	CDF epoch time for the start of the  one-year measurement period		support_data											
Astro	CDF_EPOCH	1	0:[]	T/	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	Epoch2	day-month-year hour:minute:second		Epoch2	CDF epoch time for end of the measurement period in a one-year map		support_data											
Astro	CDF_UINT2	1	0:[]	T/	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	mapnum			Starting Map Number	Sequential starting number 1 - 22 for six-month map from IBEX Data Release 16		data											
Astro	CDF_UINT2	1	1:[30]	F/T	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	latitude_bin	Bin Number		Solar Ecliptic Latitude Bin Number	Solar Ecliptic Latitude Bin Number corresponding to six-degree latitudinal increments of the current IBEX-HI viewing sector		support_data											
Astro	CDF_UINT2	1	1:[60]	F/T	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	longitude_bin	Bin Number		Solar West Ecliptic Longitude Bin Number	Solar West Ecliptic Longitude Bin Number corresponding to six-degree longitudinal increments of the current IBEX-HI viewing sector		support_data											
Astro	CDF_REAL4	1	1:[30]	F/T	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	Latitude	&#176;		Solar Ecliptic Latitude	Solar Ecliptic Latitude		support_data											
Astro	CDF_REAL4	1	1:[60]	F/T	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	West_Longitude	&#176;		Solar West Ecliptic Longitude	Solar West Ecliptic Longitude		support_data											
Astro	CDF_REAL4	1	1:[60]	F/T	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	East_Longitude	&#176;		Solar East Ecliptic Longitude	Solar East Ecliptic Longitude		support_data											
Astro	CDF_UINT2	1	0:[]	T/	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	orbit1			Starting Orbit Number	Starting Orbit Number of the measurement period		support_data											
Astro	CDF_UINT2	1	0:[]	T/	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	orbit2			Ending Orbit Number	Ending Orbit Number of the measurement period		support_data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	Ener2	keV		Hi Energy Channel 2 ~0.71 keV	Hi Energy Channel 2 ~0.71 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	Ener2_plasma	keV		Hi Energy Channel 2 ~0.71 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	Flux2	ENAs/(cm2 s sr keV)		Differential Flux, Hi Energy Channel 2 ~0.71 keV	Differential Flux, Hi Energy Channel 2 ~0.71 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	Flux2_plasma	ENAs/(cm2 s sr keV)		Differential Flux, Hi Energy Channel 2 ~0.71 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	Flux2_movie	ENAs/(cm2 s sr keV)		Differential Flux, Hi Energy Channel 2 ~0.71 keV	---&gt; Mapped Movie		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	Fsnr2			Signal/Noise Ratio, Hi Energy Channel 2 ~0.71 keV	Signal/Noise Ratio, Hi Energy Channel 2 ~0.71 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	Fsnr2_plasma			Signal/Noise Ratio, Hi Energy Channel 2 ~0.71 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	Fvar2	(/cm2-s-sr-keV)^2		Flux Variance, Hi Energy Channel 2 ~0.71 keV	Flux Variance, Hi Energy Channel 2 ~0.71 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	Fvar2_plasma	(/cm2-s-sr-keV)^2		Flux Variance, Hi Energy Channel 2 ~0.71 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	Cnts2			Total Counts, Hi Energy Channel 2 ~0.71 keV	Total Counts, Hi Energy Channel 2 ~0.71 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	Cnts2_plasma			Total Counts, Hi Energy Channel 2 ~0.71 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	Fexp2	s		Total Exposure Time, Hi Energy Channel 2 ~0.71 keV	Total Exposure Time, Hi Energy Channel 2 ~0.71 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	Fexp2_plasma	s		Total Exposure Time, Hi Energy Channel 2 ~0.71 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	Numb2	#/pixel		Samples per pixel, Hi Energy Channel 2 ~0.71 keV	Samples per pixel, Hi Energy Channel 2 ~0.71 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	Numb2_plasma	#/pixel		Samples per pixel, Hi Energy Channel 2 ~0.71 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	Ener3	keV		Hi Energy Channel 3 ~1.11 keV	Hi Energy Channel 3 ~1.11 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	Ener3_plasma	keV		Hi Energy Channel 3 ~1.11 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	Flux3	ENAs/(cm2 s sr keV)		Differential Flux, Hi Energy Channel 3 ~1.11 keV	Differential Flux, Hi Energy Channel 3 ~1.11 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	Flux3_plasma	ENAs/(cm2 s sr keV)		Differential Flux, Hi Energy Channel 3 ~1.11 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	Flux3_movie	ENAs/(cm2 s sr keV)		Differential Flux, Hi Energy Channel 3 ~1.11 keV	---&gt; Mapped Movie		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	Fsnr3			Signal/Noise Ratio, Hi Energy Channel 3 ~1.11 keV	Signal/Noise Ratio, Hi Energy Channel 3 ~1.11 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	Fsnr3_plasma			Signal/Noise Ratio, Hi Energy Channel 3 ~1.11 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	Fvar3	(/cm2-s-sr-keV)^2		Flux Variance, Hi Energy Channel 3 ~1.11 keV	Flux Variance, Hi Energy Channel 3 ~1.11 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	Fvar3_plasma	(/cm2-s-sr-keV)^2		Flux Variance, Hi Energy Channel 3 ~1.11 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	Cnts3			Total Counts, Hi Energy Channel 3 ~1.11 keV	Total Counts, Hi Energy Channel 3 ~1.11 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	Cnts3_plasma			Total Counts, Hi Energy Channel 3 ~1.11 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	Fexp3	s		Total Exposure Time, Hi Energy Channel 3 ~1.11 keV	Total Exposure Time, Hi Energy Channel 3 ~1.11 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	Fexp3_plasma	s		Total Exposure Time, Hi Energy Channel 3 ~1.11 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	Numb3	# / pixel		Samples per pixel, Hi Energy Channel 3 ~1.11 keV	Samples per pixel, Hi Energy Channel 3 ~1.11 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	Numb3_plasma	# / pixel		Samples per pixel, Hi Energy Channel 3 ~1.11 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	Ener4	keV		Hi Energy Channel 4 ~1.74 keV	Hi Energy Channel 4 ~1.74 keV - mapped		data											
Astro	CDF_REAL4	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	Ener4_plasma	keV		Hi Energy Channel 4 ~1.74 keV	---&gt; Above as X/Y image		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	Flux4	ENAs/(cm2 s sr keV)		Differential Flux, Hi Energy Channel 4 ~1.74 keV	Differential Flux, Hi Energy Channel 4 ~1.74 keV - mapped		data											
Astro	CDF_REAL8	1	2:[60,30]	T/TT	OOOOO	ibex_h3_ena_hi_r04_cg_nosp_antiram_1yr	Flux4_plasma	ENAs/(cm2 s sr keV)		Differential Flux, Hi Energy Channel 4 ~1.74 keV	---&gt; Above as X/Y image		data											
